年度,管制編號,事業名稱,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),縣市別,行業分類
104,Q6907286,嘉惠電力(股)有限公司,96976990,"873,437.00","9,473.00","882,910.00",嘉義縣,電力供應業
104,Q7100245,台灣必成股份有限公司新港廠,22662355,"83,942.00","186,476.00","270,418.00",嘉義縣,玻璃及其製品製造業
104,Q7100254,台灣化學纖維股份有限公司新港廠,58650902,"2,656,443.00","1,263.00","2,657,706.00",嘉義縣,人造纖維製造業
104,Q7100272,南亞塑膠工業股份有限公司新港廠,75370905,"32,625.00","731,681.00","764,306.00",嘉義縣,塑膠製品製造業
104,Q7600375,南亞塑膠工業股份有限公司嘉義廠,75370905,"337,506.00",132.00,"337,638.00",嘉義縣,塑膠製品製造業
104,R0300606,得力實業股份有限公司,73686632,"48,407.00","31,697.00","80,104.00",臺南市,染整業
104,R0301603,宏捷科技股份有限公司南科大利廠,16130423,"8,080.00","10,259.00","18,339.00",臺南市,半導體製造業
104,R0304131,聯華電子股份有限公司Fab12A廠,47217677,"108,252.00","434,918.00","543,170.00",臺南市,半導體製造業
104,R0305156,瀚宇彩晶南科TFT-LCD三廠,16450500,"88,612.00","200,594.00","289,206.00",臺南市,光電材料及元件製造業
104,R03A0450,群創光電股份有限公司樹谷分公司,12800225,"36,898.00","407,067.00","443,965.00",臺南市,光電材料及元件製造業
104,R03A1894,群創光電股份有限公司B廠,12800225,"204,102.00","485,405.00","689,507.00",臺南市,光電材料及元件製造業
104,R03A1903,群創光電股份有限公司A廠,12800225,"28,932.00","72,336.00","101,268.00",臺南市,光電材料及元件製造業
104,R03A1913,群創光電股份有限公司D廠,12800225,"70,702.00","676,665.00","747,367.00",臺南市,光電材料及元件製造業
104,R0500240,宏遠興業股份有限公司,22817999,"75,934.00","69,653.00","145,587.00",臺南市,染整業
104,R0500400,東展興業股份有限公司,22956176,"34,208.00","5,470.00","39,678.00",臺南市,化學原材料製造業
104,R0503072,森霸電力公司豐德電廠,70783499,"1,435,439.00","6,814.00","1,442,253.00",臺南市,電力供應業
104,R1001719,台南紡織股份有限公司仁德廠,68919301,"50,516.00","50,689.00","101,205.00",臺南市,紡紗業
104,R1002065,奇美實業股份有限公司(仁德廠),68387705,"162,570.00","298,440.00","461,010.00",臺南市,塑膠製品製造業
104,R1002547,豐年豐和企業股份有限公司上崙一廠,16635562,"41,862.00","9,961.00","51,823.00",臺南市,動植物油脂製造業
104,R10A3047,奇美實業股份有限公司旭美廠,68387705,"137,815.00","26,605.00","164,420.00",臺南市,塑膠及合成橡膠原料製造業
104,R1412418,統一實業股份有限公司二廠,73252657,"45,806.00","93,270.00","139,076.00",臺南市,金屬加工處理業
104,R14A1883,易昇鋼鐵股份有限公司,28098406,"48,811.00","79,618.00","128,429.00",臺南市,鋼鐵製造業
104,R8400416,台灣紙業股份有限公司新營紙廠,11912102,"62,098.00","63,052.00","125,150.00",臺南市,紙漿、紙及紙板製造業
104,R8400827,榮剛材料科技股份有限公司新營廠,84252697,"71,403.00","82,548.00","153,951.00",臺南市,鋼鐵製造業
104,R8500582,華新麗華股份有限公司鹽水廠,35412204,"111,983.00","167,768.00","279,751.00",臺南市,鋼鐵製造業
104,R8700484,千興不�袗�股份有限公司一貫作業廠,70005915,"8,636.00","13,009.00","21,645.00",臺南市,金屬加工處理業
104,R9001677,台灣積體電路製造股份有限公司十四廠,22099131,"254,551.00","791,209.00","1,045,760.00",臺南市,半導體製造業
104,R9004230,台灣積體電路製造股份有限公司六廠,22099131,"146,439.00","200,557.00","346,996.00",臺南市,半導體製造業
104,R90A1469,群創光電股份有限公司C廠,12800225,119.00,"26,880.00","26,999.00",臺南市,光電材料及元件製造業
104,R90A1716,群創光電股份有限公司觸控南科廠,12800225,184.00,"26,467.00","26,651.00",臺南市,光電材料及元件製造業
104,R9701341,威致鋼鐵工業股份有限公司官田廠,69771636,"64,502.00","143,731.00","208,233.00",臺南市,鋼鐵製造業
104,R9701850,官田鋼鐵股份有限公司官田廠,72065240,"29,951.00","22,254.00","52,205.00",臺南市,鋼鐵製造業
104,R9702160,台灣汽電共生股份有限公司官田廠,86685142,"366,865.00","4,301.00","371,166.00",臺南市,未分類其他製造業
104,S1601990,燁聯鋼鐵股份有限公司,23218395,"232,728.00","321,237.00","553,965.00",高雄市,鋼鐵製造業
104,S1602102,中鴻鋼鐵股份有限公司熱軋廠,	07838854,"141,512.00","125,250.00","266,762.00",高雄市,鋼鐵製造業
104,S1900283,和益化學工業股份有限公司,	04312878,"63,738.00","24,016.00","87,754.00",高雄市,化學原材料製造業
104,S1900372,台灣氯乙烯工業股份有限公司林園廠,19084015,"121,123.00","90,793.00","211,916.00",高雄市,化學原材料製造業
104,S1900569,中國合成橡膠股份有限公司碳煙廠                                                                      ,	04382114,"194,457.00","33,362.00","227,819.00",高雄市,石油及煤製品製造業
104,S1900578,東聯化學股份有限公司高雄林園廠,14057995,"66,732.00","254,214.00","320,946.00",高雄市,化學原材料製造業
104,S1900612,聯成化學科技股份有限公司林園廠,	04748660,"64,118.00","16,445.00","80,563.00",高雄市,化學原材料製造業
104,S1900658,台灣苯乙烯工業股份有限公司高雄廠,20844865,"215,804.00","61,437.00","277,241.00",高雄市,化學原材料製造業
104,S1900685,台灣塑膠工業股份有限公司林園廠,75708007,"787,471.00","81,262.00","868,733.00",高雄市,化學原材料製造業
104,S1900694,台灣石化合成股份有限公司林園廠,30974253,"22,852.00","88,061.00","110,913.00",高雄市,未分類其他化學製品製造業
104,S1900710,台灣中油股份有限公司石化事業部林園石化廠,	03707901,"2,321,259.00","98,772.00","2,420,031.00",高雄市,化學原材料製造業
104,S1901066,信昌化學工業股份有限公司林園廠,86120031,"217,265.00","167,231.00","384,496.00",高雄市,化學原材料製造業
104,S2001314,長春石油化學股份有限公司大發廠,11384806,"625,088.00","57,099.00","682,187.00",高雄市,化學原材料製造業
104,S2005081,長春人造樹脂廠股份有限公司大發廠,11384708,"307,635.00","197,839.00","505,474.00",高雄市,化學原材料製造業
104,S2005652,大連化學工業股份有限公司大發廠,12233428,"71,147.00","574,601.00","645,748.00",高雄市,化學原材料製造業
104,S2015916,長春人造樹脂廠股份有限公司大發二廠,11384708,"70,940.00","334,041.00","404,981.00",高雄市,化學原材料製造業
104,S2100223,中華紙漿股份有限公司久堂廠,94025264,"437,135.00","13,838.00","450,973.00",高雄市,紙漿、紙及紙板製造業
104,S2201092,長春人造樹脂廠股份有限公司高雄廠,11384708,"31,847.00","76,468.00","108,315.00",高雄市,塑膠及合成橡膠原料製造業
104,S2201109,台灣塑膠工業股份有限公司仁武廠,75708007,"2,692,815.00","22,289.00","2,715,104.00",高雄市,化學原材料製造業
104,S2201154,三芳化學工業股份有限公司,83387850,"20,551.00","26,960.00","47,511.00",高雄市,塑膠及合成橡膠原料製造業
104,S2201707,和桐化學股份有限公司,12526607,"24,764.00","4,031.00","28,795.00",高雄市,石油及煤製品製造業
104,S2300401,中國人造纖維股份有限公司高雄總廠,	07066907,"433,326.00","25,978.00","459,304.00",高雄市
104,S2300410,中國石油化學工業開發股份有限公司大社廠,	03084741,"166,451.00","29,655.00","196,106.00",高雄市,化學原材料製造業
104,S2300429,國喬石油化學股份有限公司,	04212250,"654,081.00",,"654,081.00",高雄市,石油及煤製品製造業
104,S2300438,台橡股份有限公司高雄廠,	03553737,"76,548.00","69,226.00","145,774.00",高雄市,塑膠及合成橡膠原料製造業
104,S2300447,高雄塑酯化學股份有限公司,85803825,"96,782.00","22,866.00","119,648.00",高雄市,化學原材料製造業
104,S2300465,大連化學工業股份有限公司高雄廠,12233428,"29,337.00","62,896.00","92,233.00",高雄市,化學原材料製造業
104,S23A0124,李長榮化學工業股份有限公司大社廠,39054405,"15,982.00","51,894.00","67,876.00",高雄市,塑膠及合成橡膠原料製造業
104,S2500536,燁輝企業股份有限公司高雄一廠,75947936,"43,594.00","76,539.00","120,133.00",高雄市,金屬加工處理業
104,S25A0144,欣建工業股份有限公司                                                                                ,28042430,"20,614.00","19,015.00","39,629.00",高雄市,鋼鐵製造業
104,S2800200,環球水泥股份有限公司阿蓮廠,	07568009,153.00,"9,092.00","9,245.00",高雄市,水泥及其製品製造業
104,S29A1607,群創光電股份有限公司F廠,12800225,"20,478.00","211,507.00","231,985.00",高雄市,光電材料及元件製造業
104,S3200688,台灣電力股份有限公司興達發電廠,	03795904,"19,669,273.00","9,424.00","19,678,697.00",高雄市,電力供應業
104,U0100187,台灣水泥股份有限公司和平分公司和平廠,11913502,"2,084,594.00","123,314.00","2,207,908.00",花蓮縣,水泥及其製品製造業
104,U0100258,和平電力股份有限公司,16096852,"7,748,638.00","1,970.00","7,750,608.00",花蓮縣,電力供應業
104,U9100978,台灣水泥股份有限公司花蓮廠                                                                          ,11913502,"1,163,018.00","65,225.00","1,228,243.00",花蓮縣,水泥及其製品製造業
104,U9400115,亞洲水泥股份有限公司花蓮製造廠,	03244509,"3,339,020.00","174,945.00","3,513,965.00",花蓮縣,水泥及其製品製造業
104,U9500478,中華紙漿股份有限公司花蓮廠,94025264,"111,568.00","95,544.00","207,112.00",花蓮縣,紙漿、紙及紙板製造業
104,V7500777,中華紙漿股份有限公司台東廠,94025264,"116,868.00","49,364.00","166,232.00",臺東縣,紙漿、紙及紙板製造業
104,W0404930,台灣電力股份有限公司塔山發電廠夏興分廠,	03795904,"30,896.00",,"30,896.00",金門縣,電力供應業
104,W0504775,台灣電力股份有限公司塔山發電廠,	03795904,"161,014.00",76.00,"161,090.00",金門縣,電力供應業
104,X0501232,台灣電力股份有限公司尖山發電廠,	03795904,"250,748.00",247.00,"250,995.00",澎湖縣,電力供應業
105,B2311535,台灣康寧顯示玻璃股份有限公司,	04388145,"40,317.00","323,179.00","363,496.00",臺中市,玻璃及其製品製造業
105,B2313780,友達光電股份有限公司台中廠,84149738,"120,737.00","1,085,897.00","1,206,634.00",臺中市,光電材料及元件製造業
105,C1400170,台灣電力股份有限公司協和發電廠,	03795904,"6,351,795.00","7,603.00","6,359,398.00",基隆市,電力供應業
105,C1500291,敦南科技股份有限公司基隆廠,23528103,784.00,"12,472.00","13,256.00",基隆市,其他電子零組件製造業
105,D0301680,瀚宇彩晶南科觸控感應器廠,16450500,24.00,"51,172.00","51,196.00",臺南市,光電材料及元件製造業
105,D0302141,聯華電子股份有限公司Fab12A廠第二廠區,47217677,"12,146.00","129,252.00","141,398.00",臺南市,半導體製造業
105,D9000746,台灣積體電路製造股份有限公司十四B廠                                                                 ,22099131,"115,938.00","732,258.00","848,196.00",臺南市,半導體製造業
105,D9001225,群創光電股份有限公司觸控模組廠,12800225,81.00,"15,060.00","15,141.00",臺南市,光電材料及元件製造業
105,D9001396,台灣積體電路製造股份有限公司十四B廠七期,22099131,"29,135.00","236,295.00","265,430.00",臺南市,半導體製造業
105,E2000554,錦州科技股份有限公司大發廠,53520959,"595,522.00","9,229.00","604,751.00",高雄市,蒸汽供應業
105,E4900333,台灣中油股份有限公司煉製事業部高雄煉油廠,	03707901,921.00,"40,153.00","41,074.00",高雄市,石油及煤製品製造業
105,E4900744,東南水泥股份有限公司,83078600,"239,236.00","29,560.00","268,796.00",高雄市,水泥及其製品製造業
105,E5400878,台灣電力股份有限公司南部發電廠,	03795904,"3,125,292.00","3,392.00","3,128,684.00",高雄市,電力供應業
105,E5600056,台灣中油股份有限公司煉製事業部大林煉油廠,	03707901,"2,986,708.00","546,238.00","3,532,946.00",高雄市,石油及煤製品製造業
105,E5600092,中鋼鋁業股份有限公司臨海廠,96971313,"77,852.00","134,495.00","212,347.00",高雄市,鋁製造業
105,E5600305,李長榮化學工業股份有限公司高雄廠,39054405,"27,382.00","80,108.00","107,490.00",高雄市,未分類其他化學製品製造業
105,E5600332,協勝發鋼鐵廠股份有限公司,79254702,"79,709.00","169,280.00","248,989.00",高雄市,鋼鐵製造業
105,E5600369,東和鋼鐵企業股份有限公司高雄廠,75280209,"20,608.00","12,112.00","32,720.00",高雄市,鋼鐵製造業
105,E5600501,海光企業股份有限公司,75470524,"33,705.00","105,858.00","139,563.00",高雄市,鋼鐵製造業
105,E5600565,盛餘股份有限公司,79837539,"33,613.00","67,137.00","100,750.00",高雄市,金屬加工處理業
105,E5600798,龍慶鋼鐵企業股份有限公司,85793919,"35,339.00","83,370.00","118,709.00",高雄市,鋼鐵製造業
105,E5600841,中國鋼鐵股份有限公司,30414175,"20,989,486.00","1,178,325.00","22,167,811.00",高雄市,鋼鐵製造業
105,E5600850,中國石油化學工業開發股份有限公司小港廠,	03084741,"447,231.00","177,342.00","624,573.00",高雄市,化學原材料製造業
105,E5600869,台灣糖業股份公司小港廠,	03794905,"98,129.00","4,632.00","102,761.00",高雄市,其他食品製造業
105,E5600896,台灣電力股份有限公司大林發電廠,	03795904,"3,498,947.00","2,367.00","3,501,314.00",高雄市,電力供應業
105,E5601080,漢泰鋼鐵股份有限公司,75688109,"28,518.00","13,912.00","42,430.00",高雄市,鋼鐵製造業
105,E5601197,唐榮鐵工廠股份有限公司,75460005,"63,034.00","129,059.00","192,093.00",高雄市,鋼鐵製造業
105,E5602952,海光企業股份有限公司嘉興鋼鐵廠,75470524,"19,156.00","28,397.00","47,553.00",高雄市,鋼鐵製造業
105,E56A2617,尚承鋼鐵股份有限公司,27208480,"95,818.00","77,750.00","173,568.00",高雄市,鋼鐵製造業
105,E56A4792,中國鋼鐵股份有限公司第三冷軋廠,30414175,"53,504.00","116,327.00","169,831.00",高雄市,鋼鐵製造業
105,E56A7340,源鋼企業股份有限公司,12745455,"27,737.00","12,734.00","40,471.00",高雄市,鋼鐵製造業
105,F0622537,九滎股份有限公司瓊林廠,80629340,"21,372.00","3,996.00","25,368.00",新北市,染整業
105,F0701319,錦紅實業股份有限公司                                                                                ,34557673,"27,614.00","3,962.00","31,576.00",新北市,染整業
105,F0701346,協昌染整股份有限公司,33663649,"15,552.00","3,254.00","18,806.00",新北市,染整業
105,F0701702,南亞塑膠工業股份有限公司樹林廠,75370905,"373,736.00","7,412.00","381,148.00",新北市,塑膠及合成橡膠原料製造業
105,F0801707,三洋窯業股份有限公司,34263157,"28,637.00","8,980.00","37,617.00",新北市,其他非金屬礦物製品製造業
105,F1507182,泰利實業股份有限公司五股廠,16007423,"29,979.00","6,203.00","36,182.00",新北市,染整業
105,F1600491,南亞塑膠工業股份有限公司林口二廠,75370905,"248,820.00","77,741.00","326,561.00",新北市,塑膠及合成橡膠原料製造業
105,F1606662,南亞科技股份有限公司三廠,89390656,"51,585.00","238,437.00","290,022.00",新北市,半導體製造業
105,F1700736,台灣電力股份有限公司林口發電廠,	03795904,"3,363,112.00","25,442.00","3,388,554.00",新北市,電力供應業
105,F2200084,台灣電力股份有限公司第一核能發電廠,	03795904,"22,200.00","49,699.00","71,899.00",新北市,電力供應業
105,F2800075,台灣電力股份有限公司第二核能發電廠,	03795904,"46,003.00","6,823.00","52,826.00",新北市,電力供應業
105,G3200778,台灣水泥股份有限公司蘇澳廠,11913502,"848,884.00","92,842.00","941,726.00",宜蘭縣,水泥及其製品製造業
105,G3200849,信大水泥股份有限公司南聖湖廠,	03279507,"548,628.00","44,727.00","593,355.00",宜蘭縣,水泥及其製品製造業
